execution,phase,year,month,day,hour,minute,second,ms
s22_01,start      ,2022,7,19,16,26,45,255
s22_01,stand_start,2022,7,19,16,26,45,673
s22_01,stand_end  ,2022,7,19,16,26,46,492
s22_01,turn1_start,2022,7,19,16,26,48,539
s22_01,turn1_end  ,2022,7,19,16,26,49,993
s22_01,turn2_start,2022,7,19,16,26,52,169
s22_01,turn2_end  ,2022,7,19,16,26,53,140
s22_01,sit_start  ,2022,7,19,16,26,53,140
s22_01,sit_end    ,2022,7,19,16,26,54,160
s22_01,end        ,2022,7,19,16,26,55,682
s22_02,start      ,2022,7,19,16,27,18,295
s22_02,stand_start,2022,7,19,16,27,18,713
s22_02,stand_end  ,2022,7,19,16,27,19,530
s22_02,turn1_start,2022,7,19,16,27,21,587
s22_02,turn1_end  ,2022,7,19,16,27,22,969
s22_02,turn2_start,2022,7,19,16,27,25,77
s22_02,turn2_end  ,2022,7,19,16,27,26,23
s22_02,sit_start  ,2022,7,19,16,27,26,23
s22_02,sit_end    ,2022,7,19,16,27,26,977
s22_02,end        ,2022,7,19,16,27,28,701
s22_03,start      ,2022,7,19,16,27,48,952
s22_03,stand_start,2022,7,19,16,27,49,254
s22_03,stand_end  ,2022,7,19,16,27,50,24
s22_03,turn1_start,2022,7,19,16,27,52,114
s22_03,turn1_end  ,2022,7,19,16,27,53,468
s22_03,turn2_start,2022,7,19,16,27,55,538
s22_03,turn2_end  ,2022,7,19,16,27,56,508
s22_03,sit_start  ,2022,7,19,16,27,56,508
s22_03,sit_end    ,2022,7,19,16,27,57,363
s22_03,end        ,2022,7,19,16,27,58,686
s22_04,start      ,2022,7,19,16,28,33,203
s22_04,stand_start,2022,7,19,16,28,33,605
s22_04,stand_end  ,2022,7,19,16,28,34,458
s22_04,turn1_start,2022,7,19,16,28,36,972
s22_04,turn1_end  ,2022,7,19,16,28,38,275
s22_04,turn2_start,2022,7,19,16,28,40,853
s22_04,turn2_end  ,2022,7,19,16,28,41,956
s22_04,sit_start  ,2022,7,19,16,28,41,956
s22_04,sit_end    ,2022,7,19,16,28,43,127
s22_04,end        ,2022,7,19,16,28,44,449
s22_05,start      ,2022,7,19,16,29,5,414
s22_05,stand_start,2022,7,19,16,29,5,681
s22_05,stand_end  ,2022,7,19,16,29,6,685
s22_05,turn1_start,2022,7,19,16,29,8,826
s22_05,turn1_end  ,2022,7,19,16,29,10,180
s22_05,turn2_start,2022,7,19,16,29,12,602
s22_05,turn2_end  ,2022,7,19,16,29,13,624
s22_05,sit_start  ,2022,7,19,16,29,13,624
s22_05,sit_end    ,2022,7,19,16,29,14,739
s22_05,end        ,2022,7,19,16,29,15,659
s22_06,start      ,2022,7,19,16,29,33,887
s22_06,stand_start,2022,7,19,16,29,34,292
s22_06,stand_end  ,2022,7,19,16,29,35,26
s22_06,turn1_start,2022,7,19,16,29,37,532
s22_06,turn1_end  ,2022,7,19,16,29,38,787
s22_06,turn2_start,2022,7,19,16,29,41,399
s22_06,turn2_end  ,2022,7,19,16,29,42,489
s22_06,sit_start  ,2022,7,19,16,29,42,489
s22_06,sit_end    ,2022,7,19,16,29,43,761
s22_06,end        ,2022,7,19,16,29,44,965
s22_07,start      ,2022,7,19,16,30,2,428
s22_07,stand_start,2022,7,19,16,30,2,764
s22_07,stand_end  ,2022,7,19,16,30,3,753
s22_07,turn1_start,2022,7,19,16,30,5,911
s22_07,turn1_end  ,2022,7,19,16,30,7,298
s22_07,turn2_start,2022,7,19,16,30,9,893
s22_07,turn2_end  ,2022,7,19,16,30,11,77
s22_07,sit_start  ,2022,7,19,16,30,11,77
s22_07,sit_end    ,2022,7,19,16,30,12,214
s22_07,end        ,2022,7,19,16,30,13,320
s22_08,start      ,2022,7,19,16,30,30,983
s22_08,stand_start,2022,7,19,16,30,31,250
s22_08,stand_end  ,2022,7,19,16,30,32,229
s22_08,turn1_start,2022,7,19,16,30,34,454
s22_08,turn1_end  ,2022,7,19,16,30,35,827
s22_08,turn2_start,2022,7,19,16,30,38,186
s22_08,turn2_end  ,2022,7,19,16,30,39,405
s22_08,sit_start  ,2022,7,19,16,30,39,405
s22_08,sit_end    ,2022,7,19,16,30,40,558
s22_08,end        ,2022,7,19,16,30,41,545
s22_09,start      ,2022,7,19,16,30,59,427
s22_09,stand_start,2022,7,19,16,30,59,696
s22_09,stand_end  ,2022,7,19,16,31,0,620
s22_09,turn1_start,2022,7,19,16,31,2,528
s22_09,turn1_end  ,2022,7,19,16,31,3,733
s22_09,turn2_start,2022,7,19,16,31,6,228
s22_09,turn2_end  ,2022,7,19,16,31,7,290
s22_09,sit_start  ,2022,7,19,16,31,7,290
s22_09,sit_end    ,2022,7,19,16,31,8,330
s22_09,end        ,2022,7,19,16,31,9,149
