execution,phase,year,month,day,hour,minute,second,ms
s07_01,stand_start,2022,11,14,10,53,42,711
s07_01,stand_end  ,2022,11,14,10,53,43,748
s07_01,turn1_start,2022,11,14,10,53,46,339
s07_01,turn1_end  ,2022,11,14,10,53,47,643
s07_01,turn2_start,2022,11,14,10,53,49,917
s07_01,turn2_end  ,2022,11,14,10,53,50,853
s07_01,sit_start  ,2022,11,14,10,53,50,853
s07_01,sit_end    ,2022,11,14,10,53,51,740
s07_02,stand_start,2022,11,14,10,54,15,936
s07_02,stand_end  ,2022,11,14,10,54,16,889
s07_02,turn1_start,2022,11,14,10,54,19,498
s07_02,turn1_end  ,2022,11,14,10,54,20,684
s07_02,turn2_start,2022,11,14,10,54,23,8
s07_02,turn2_end  ,2022,11,14,10,54,23,928
s07_02,sit_start  ,2022,11,14,10,54,23,928
s07_02,sit_end    ,2022,11,14,10,54,25,914
s07_03,stand_start,2022,11,14,10,54,48,925
s07_03,stand_end  ,2022,11,14,10,54,49,830
s07_03,turn1_start,2022,11,14,10,54,52,405
s07_03,turn1_end  ,2022,11,14,10,54,53,710
s07_03,turn2_start,2022,11,14,10,54,55,933
s07_03,turn2_end  ,2022,11,14,10,54,57,20
s07_03,sit_start  ,2022,11,14,10,54,57,20
s07_03,sit_end    ,2022,11,14,10,54,58,140
s07_04,stand_start,2022,11,14,10,55,17,521
s07_04,stand_end  ,2022,11,14,10,55,18,274
s07_04,turn1_start,2022,11,14,10,55,20,950
s07_04,turn1_end  ,2022,11,14,10,55,22,36
s07_04,turn2_start,2022,11,14,10,55,23,976
s07_04,turn2_end  ,2022,11,14,10,55,25,30
s07_04,sit_start  ,2022,11,14,10,55,25,30
s07_04,sit_end    ,2022,11,14,10,55,26,199
s07_05,stand_start,2022,11,14,10,55,45,109
s07_05,stand_end  ,2022,11,14,10,55,46,164
s07_05,turn1_start,2022,11,14,10,55,48,671
s07_05,turn1_end  ,2022,11,14,10,55,49,792
s07_05,turn2_start,2022,11,14,10,55,52,33
s07_05,turn2_end  ,2022,11,14,10,55,53,154
s07_05,sit_start  ,2022,11,14,10,55,53,154
s07_05,sit_end    ,2022,11,14,10,55,54,222
s07_06,stand_start,2022,11,14,10,56,12,285
s07_06,stand_end  ,2022,11,14,10,56,13,337
s07_06,turn1_start,2022,11,14,10,56,15,778
s07_06,turn1_end  ,2022,11,14,10,56,16,849
s07_06,turn2_start,2022,11,14,10,56,19,5
s07_06,turn2_end  ,2022,11,14,10,56,20,160
s07_06,sit_start  ,2022,11,14,10,56,20,728
s07_06,sit_end    ,2022,11,14,10,56,21,915
s07_07,stand_start,2022,11,14,10,56,41,613
s07_07,stand_end  ,2022,11,14,10,56,42,564
s07_07,turn1_start,2022,11,14,10,56,45,39
s07_07,turn1_end  ,2022,11,14,10,56,46,93
s07_07,turn2_start,2022,11,14,10,56,48,350
s07_07,turn2_end  ,2022,11,14,10,56,49,238
s07_07,sit_start  ,2022,11,14,10,56,49,238
s07_07,sit_end    ,2022,11,14,10,56,50,290
s07_08,stand_start,2022,11,14,10,57,20,355
s07_08,stand_end  ,2022,11,14,10,57,21,272
s07_08,turn1_start,2022,11,14,10,57,23,816
s07_08,turn1_end  ,2022,11,14,10,57,24,953
s07_08,turn2_start,2022,11,14,10,57,27,477
s07_08,turn2_end  ,2022,11,14,10,57,28,783
s07_08,sit_start  ,2022,11,14,10,57,28,783
s07_08,sit_end    ,2022,11,14,10,57,29,969
s07_09,stand_start,2022,11,14,10,57,54,783
s07_09,stand_end  ,2022,11,14,10,57,55,703
s07_09,turn1_start,2022,11,14,10,57,58,79
s07_09,turn1_end  ,2022,11,14,10,57,59,349
s07_09,turn2_start,2022,11,14,10,58,1,657
s07_09,turn2_end  ,2022,11,14,10,58,2,827
s07_09,sit_start  ,2022,11,14,10,58,2,827
s07_09,sit_end    ,2022,11,14,10,58,3,763
s07_10,stand_start,2022,11,14,10,58,22,794
s07_10,stand_end  ,2022,11,14,10,58,23,547
s07_10,turn1_start,2022,11,14,10,58,26,54
s07_10,turn1_end  ,2022,11,14,10,58,27,276
s07_10,turn2_start,2022,11,14,10,58,29,585
s07_10,turn2_end  ,2022,11,14,10,58,30,487
s07_10,sit_start  ,2022,11,14,10,58,30,487
s07_10,sit_end    ,2022,11,14,10,58,31,390
