execution,phase,year,month,day,hour,minute,second,ms
s18_01,start      ,2022,7,12,14,58,45,306
s18_01,stand_start,2022,7,12,14,58,45,858
s18_01,stand_end  ,2022,7,12,14,58,46,895
s18_01,turn1_start,2022,7,12,14,58,50,90
s18_01,turn1_end  ,2022,7,12,14,58,51,916
s18_01,turn2_start,2022,7,12,14,58,54,604
s18_01,turn2_end  ,2022,7,12,14,58,55,791
s18_01,sit_start  ,2022,7,12,14,58,55,791
s18_01,sit_end    ,2022,7,12,14,58,56,698
s18_01,end        ,2022,7,12,14,58,56,983
s18_02,start      ,2022,7,12,14,59,15,216
s18_02,stand_start,2022,7,12,14,59,16,690
s18_02,stand_end  ,2022,7,12,14,59,17,834
s18_02,turn1_start,2022,7,12,14,59,20,962
s18_02,turn1_end  ,2022,7,12,14,59,22,543
s18_02,turn2_start,2022,7,12,14,59,25,399
s18_02,turn2_end  ,2022,7,12,14,59,26,455
s18_02,sit_start  ,2022,7,12,14,59,26,455
s18_02,sit_end    ,2022,7,12,14,59,27,641
s18_02,end        ,2022,7,12,14,59,28,136
s18_03,start      ,2022,7,12,14,59,45,877
s18_03,stand_start,2022,7,12,14,59,46,246
s18_03,stand_end  ,2022,7,12,14,59,47,501
s18_03,turn1_start,2022,7,12,14,59,50,536
s18_03,turn1_end  ,2022,7,12,14,59,51,859
s18_03,turn2_start,2022,7,12,14,59,54,734
s18_03,turn2_end  ,2022,7,12,14,59,55,671
s18_03,sit_start  ,2022,7,12,14,59,55,671
s18_03,sit_end    ,2022,7,12,14,59,56,917
s18_03,end        ,2022,7,12,14,59,57,319
s18_04,start      ,2022,7,12,15,0,14,436
s18_04,stand_start,2022,7,12,15,0,14,670
s18_04,stand_end  ,2022,7,12,15,0,15,991
s18_04,turn1_start,2022,7,12,15,0,19,838
s18_04,turn1_end  ,2022,7,12,15,0,21,407
s18_04,turn2_start,2022,7,12,15,0,24,568
s18_04,turn2_end  ,2022,7,12,15,0,25,640
s18_04,sit_start  ,2022,7,12,15,0,25,640
s18_04,sit_end    ,2022,7,12,15,0,27,078
s18_04,end        ,2022,7,12,15,0,27,078
s18_05,start      ,2022,7,12,15,0,48,144
s18_05,stand_start,2022,7,12,15,0,48,502
s18_05,stand_end  ,2022,7,12,15,0,49,774
s18_05,turn1_start,2022,7,12,15,0,53,481
s18_05,turn1_end  ,2022,7,12,15,0,54,970
s18_05,turn2_start,2022,7,12,15,0,58,69
s18_05,turn2_end  ,2022,7,12,15,0,59,289
s18_05,sit_start  ,2022,7,12,15,0,59,289
s18_05,sit_end    ,2022,7,12,15,1,0,426
s18_05,end        ,2022,7,12,15,1,0,728
s18_06,start      ,2022,7,12,15,1,17,287
s18_06,stand_start,2022,7,12,15,1,17,587
s18_06,stand_end  ,2022,7,12,15,1,18,944
s18_06,turn1_start,2022,7,12,15,1,22,203
s18_06,turn1_end  ,2022,7,12,15,1,23,810
s18_06,turn2_start,2022,7,12,15,1,26,787
s18_06,turn2_end  ,2022,7,12,15,1,27,721
s18_06,sit_start  ,2022,7,12,15,1,27,721
s18_06,sit_end    ,2022,7,12,15,1,29,9
s18_06,end        ,2022,7,12,15,1,29,627
s18_07,start      ,2022,7,12,15,1,48,20
s18_07,stand_start,2022,7,12,15,1,48,282
s18_07,stand_end  ,2022,7,12,15,1,49,855
s18_07,turn1_start,2022,7,12,15,1,52,628
s18_07,turn1_end  ,2022,7,12,15,1,54,608
s18_07,turn2_start,2022,7,12,15,1,57,772
s18_07,turn2_end  ,2022,7,12,15,1,58,926
s18_07,sit_start  ,2022,7,12,15,1,58,926
s18_07,sit_end    ,2022,7,12,15,2,0,72
s18_07,end        ,2022,7,12,15,2,0,707
s18_08,start      ,2022,7,12,15,2,18,59
s18_08,stand_start,2022,7,12,15,2,18,469
s18_08,stand_end  ,2022,7,12,15,2,19,792
s18_08,turn1_start,2022,7,12,15,2,22,781
s18_08,turn1_end  ,2022,7,12,15,2,24,252
s18_08,turn2_start,2022,7,12,15,2,27,393
s18_08,turn2_end  ,2022,7,12,15,2,28,566
s18_08,sit_start  ,2022,7,12,15,2,28,566
s18_08,sit_end    ,2022,7,12,15,2,29,657
s18_08,end        ,2022,7,12,15,2,30,427
s18_09,start      ,2022,7,12,15,2,48,823
s18_09,stand_start,2022,7,12,15,2,49,291
s18_09,stand_end  ,2022,7,12,15,2,50,521
s18_09,turn1_start,2022,7,12,15,2,53,939
s18_09,turn1_end  ,2022,7,12,15,2,55,408
s18_09,turn2_start,2022,7,12,15,2,58,478
s18_09,turn2_end  ,2022,7,12,15,2,59,581
s18_09,sit_start  ,2022,7,12,15,2,59,581
s18_09,sit_end    ,2022,7,12,15,3,0,851
s18_09,end        ,2022,7,12,15,3,1,118
s18_10,start      ,2022,7,12,15,3,29,152
s18_10,stand_start,2022,7,12,15,3,30,207
s18_10,stand_end  ,2022,7,12,15,3,31,577
s18_10,turn1_start,2022,7,12,15,3,34,917
s18_10,turn1_end  ,2022,7,12,15,3,36,327
s18_10,turn2_start,2022,7,12,15,3,39,489
s18_10,turn2_end  ,2022,7,12,15,3,40,608
s18_10,sit_start  ,2022,7,12,15,3,40,608
s18_10,sit_end    ,2022,7,12,15,3,41,895
s18_10,end        ,2022,7,12,15,3,42,565
