execution,phase,year,month,day,hour,minute,second,ms
s06_01,start      ,2022,7,11,13,45,16,513
s06_01,stand_start,2022,7,11,13,45,16,929
s06_01,stand_end  ,2022,7,11,13,45,18,536
s06_01,turn1_start,2022,7,11,13,45,21,395
s06_01,turn1_end  ,2022,7,11,13,45,22,900
s06_01,turn2_start,2022,7,11,13,45,25,307
s06_01,turn2_end  ,2022,7,11,13,45,26,682
s06_01,sit_start  ,2022,7,11,13,45,26,682
s06_01,sit_end    ,2022,7,11,13,45,28,455
s06_01,end        ,2022,7,11,13,45,28,773
s06_02,start      ,2022,7,11,13,45,55,447
s06_02,stand_start,2022,7,11,13,45,55,815
s06_02,stand_end  ,2022,7,11,13,45,57,505
s06_02,turn1_start,2022,7,11,13,45,59,764
s06_02,turn1_end  ,2022,7,11,13,46,1,520
s06_02,turn2_start,2022,7,11,13,46,4,319
s06_02,turn2_end  ,2022,7,11,13,46,5,357
s06_02,sit_start  ,2022,7,11,13,46,5,357
s06_02,sit_end    ,2022,7,11,13,46,7,189
s06_02,end        ,2022,7,11,13,46,8,377
s06_03,start      ,2022,7,11,13,46,39,36
s06_03,stand_start,2022,7,11,13,46,39,973
s06_03,stand_end  ,2022,7,11,13,46,41,143
s06_03,turn1_start,2022,7,11,13,46,43,970
s06_03,turn1_end  ,2022,7,11,13,46,45,693
s06_03,turn2_start,2022,7,11,13,46,48,304
s06_03,turn2_end  ,2022,7,11,13,46,49,726
s06_03,sit_start  ,2022,7,11,13,46,49,726
s06_03,sit_end    ,2022,7,11,13,46,51,677
s06_03,end        ,2022,7,11,13,46,52,981
s06_04,start      ,2022,7,11,13,47,45,469
s06_04,stand_start,2022,7,11,13,47,46,6
s06_04,stand_end  ,2022,7,11,13,47,48,317
s06_04,turn1_start,2022,7,11,13,47,51,58
s06_04,turn1_end  ,2022,7,11,13,47,52,546
s06_04,turn2_start,2022,7,11,13,47,55,273
s06_04,turn2_end  ,2022,7,11,13,47,56,611
s06_04,sit_start  ,2022,7,11,13,47,56,611
s06_04,sit_end    ,2022,7,11,13,47,58,467
s06_04,end        ,2022,7,11,13,47,58,836
s06_05,start      ,2022,7,11,13,48,16,692
s06_05,stand_start,2022,7,11,13,48,17,562
s06_05,stand_end  ,2022,7,11,13,48,19,967
s06_05,turn1_start,2022,7,11,13,48,22,831
s06_05,turn1_end  ,2022,7,11,13,48,24,187
s06_05,turn2_start,2022,7,11,13,48,26,915
s06_05,turn2_end  ,2022,7,11,13,48,28,222
s06_05,sit_start  ,2022,7,11,13,48,28,222
s06_05,sit_end    ,2022,7,11,13,48,30,479
s06_05,end        ,2022,7,11,13,48,30,479
s06_06,start      ,2022,7,11,13,48,59,405
s06_06,stand_start,2022,7,11,13,49,0,124
s06_06,stand_end  ,2022,7,11,13,49,1,211
s06_06,turn1_start,2022,7,11,13,49,3,988
s06_06,turn1_end  ,2022,7,11,13,49,5,342
s06_06,turn2_start,2022,7,11,13,49,8,87
s06_06,turn2_end  ,2022,7,11,13,49,9,274
s06_06,sit_start  ,2022,7,11,13,49,9,274
s06_06,sit_end    ,2022,7,11,13,49,10,963
s06_06,end        ,2022,7,11,13,49,10,963
s06_07,start      ,2022,7,11,13,49,33,260
s06_07,stand_start,2022,7,11,13,49,33,679
s06_07,stand_end  ,2022,7,11,13,49,35,101
s06_07,turn1_start,2022,7,11,13,49,37,861
s06_07,turn1_end  ,2022,7,11,13,49,39,866
s06_07,turn2_start,2022,7,11,13,49,42,428
s06_07,turn2_end  ,2022,7,11,13,49,43,716
s06_07,sit_start  ,2022,7,11,13,49,43,716
s06_07,sit_end    ,2022,7,11,13,49,45,86
s06_07,end        ,2022,7,11,13,49,45,86
s06_08,start      ,2022,7,11,13,50,10,514
s06_08,stand_start,2022,7,11,13,50,11,165
s06_08,stand_end  ,2022,7,11,13,50,12,222
s06_08,turn1_start,2022,7,11,13,50,15,29
s06_08,turn1_end  ,2022,7,11,13,50,16,370
s06_08,turn2_start,2022,7,11,13,50,19,314
s06_08,turn2_end  ,2022,7,11,13,50,20,669
s06_08,sit_start  ,2022,7,11,13,50,20,669
s06_08,sit_end    ,2022,7,11,13,50,22,709
s06_08,end        ,2022,7,11,13,50,24,350
s06_09,start      ,2022,7,11,13,50,53,54
s06_09,stand_start,2022,7,11,13,50,54,41
s06_09,stand_end  ,2022,7,11,13,50,55,113
s06_09,turn1_start,2022,7,11,13,50,57,955
s06_09,turn1_end  ,2022,7,11,13,50,59,697
s06_09,turn2_start,2022,7,11,13,51,2,659
s06_09,turn2_end  ,2022,7,11,13,51,4,98
s06_09,sit_start  ,2022,7,11,13,51,4,98
s06_09,sit_end    ,2022,7,11,13,51,6,321
s06_09,end        ,2022,7,11,13,51,7,824
s06_10,start      ,2022,7,11,13,51,28,118
s06_10,stand_start,2022,7,11,13,51,29,172
s06_10,stand_end  ,2022,7,11,13,51,30,475
s06_10,turn1_start,2022,7,11,13,51,33,235
s06_10,turn1_end  ,2022,7,11,13,51,34,705
s06_10,turn2_start,2022,7,11,13,51,37,548
s06_10,turn2_end  ,2022,7,11,13,51,39,120
s06_10,sit_start  ,2022,7,11,13,51,39,120
s06_10,sit_end    ,2022,7,11,13,51,41,461
s06_10,end        ,2022,7,11,13,51,41,461
