execution,phase,year,month,day,hour,minute,second,ms
s11_01,stand_start,2022,11,15,13,26,44,399
s11_01,stand_end  ,2022,11,15,13,26,45,186
s11_01,turn1_start,2022,11,15,13,26,47,827
s11_01,turn1_end  ,2022,11,15,13,26,48,597
s11_01,turn2_start,2022,11,15,13,26,51,7
s11_01,turn2_end  ,2022,11,15,13,26,51,957
s11_01,sit_start  ,2022,11,15,13,26,51,957
s11_01,sit_end    ,2022,11,15,13,26,52,960
s11_02,stand_start,2022,11,15,13,27,26,776
s11_02,stand_end  ,2022,11,15,13,27,27,562
s11_02,turn1_start,2022,11,15,13,27,29,985
s11_02,turn1_end  ,2022,11,15,13,27,30,905
s11_02,turn2_start,2022,11,15,13,27,33,347
s11_02,turn2_end  ,2022,11,15,13,27,34,284
s11_02,sit_start  ,2022,11,15,13,27,34,284
s11_02,sit_end    ,2022,11,15,13,27,35,454
s11_03,stand_start,2022,11,15,13,27,57,658
s11_03,stand_end  ,2022,11,15,13,27,58,511
s11_03,turn1_start,2022,11,15,13,28,1,136
s11_03,turn1_end  ,2022,11,15,13,28,2,139
s11_03,turn2_start,2022,11,15,13,28,4,697
s11_03,turn2_end  ,2022,11,15,13,28,5,651
s11_03,sit_start  ,2022,11,15,13,28,5,651
s11_03,sit_end    ,2022,11,15,13,28,6,653
s11_04,stand_start,2022,11,15,13,28,30,262
s11_04,stand_end  ,2022,11,15,13,28,30,982
s11_04,turn1_start,2022,11,15,13,28,33,225
s11_04,turn1_end  ,2022,11,15,13,28,34,129
s11_04,turn2_start,2022,11,15,13,28,36,605
s11_04,turn2_end  ,2022,11,15,13,28,37,424
s11_04,sit_start  ,2022,11,15,13,28,37,424
s11_04,sit_end    ,2022,11,15,13,28,38,341
s11_05,stand_start,2022,11,15,13,29,5,620
s11_05,stand_end  ,2022,11,15,13,29,6,688
s11_05,turn1_start,2022,11,15,13,29,9,412
s11_05,turn1_end  ,2022,11,15,13,29,10,450
s11_05,turn2_start,2022,11,15,13,29,13,60
s11_05,turn2_end  ,2022,11,15,13,29,14,47
s11_05,sit_start  ,2022,11,15,13,29,14,47
s11_05,sit_end    ,2022,11,15,13,29,15,317
s11_06,stand_start,2022,11,15,13,29,33,876
s11_06,stand_end  ,2022,11,15,13,29,34,994
s11_06,turn1_start,2022,11,15,13,29,37,693
s11_06,turn1_end  ,2022,11,15,13,29,38,597
s11_06,turn2_start,2022,11,15,13,29,41,189
s11_06,turn2_end  ,2022,11,15,13,29,42,142
s11_06,sit_start  ,2022,11,15,13,29,42,142
s11_06,sit_end    ,2022,11,15,13,29,43,28
s11_07,stand_start,2022,11,15,13,30,8,519
s11_07,stand_end  ,2022,11,15,13,30,9,355
s11_07,turn1_start,2022,11,15,13,30,12,78
s11_07,turn1_end  ,2022,11,15,13,30,13,16
s11_07,turn2_start,2022,11,15,13,30,15,541
s11_07,turn2_end  ,2022,11,15,13,30,16,609
s11_07,sit_start  ,2022,11,15,13,30,16,609
s11_07,sit_end    ,2022,11,15,13,30,17,648
s11_08,stand_start,2022,11,15,13,30,39,180
s11_08,stand_end  ,2022,11,15,13,30,40,369
s11_08,turn1_start,2022,11,15,13,30,43,114
s11_08,turn1_end  ,2022,11,15,13,30,44,133
s11_08,turn2_start,2022,11,15,13,30,46,644
s11_08,turn2_end  ,2022,11,15,13,30,47,583
s11_08,sit_start  ,2022,11,15,13,30,47,583
s11_08,sit_end    ,2022,11,15,13,30,48,771
s11_09,stand_start,2022,11,15,13,31,25,17
s11_09,stand_end  ,2022,11,15,13,31,26,658
s11_09,turn1_start,2022,11,15,13,31,29,150
s11_09,turn1_end  ,2022,11,15,13,31,30,103
s11_09,turn2_start,2022,11,15,13,31,32,612
s11_09,turn2_end  ,2022,11,15,13,31,33,562
s11_09,sit_start  ,2022,11,15,13,31,33,562
s11_09,sit_end    ,2022,11,15,13,31,34,550
s11_10,stand_start,2022,11,15,13,31,52,730
s11_10,stand_end  ,2022,11,15,13,31,53,866
s11_10,turn1_start,2022,11,15,13,31,56,526
s11_10,turn1_end  ,2022,11,15,13,31,57,460
s11_10,turn2_start,2022,11,15,13,32,0,120
s11_10,turn2_end  ,2022,11,15,13,32,0,990
s11_10,sit_start  ,2022,11,15,13,32,0,990
s11_10,sit_end    ,2022,11,15,13,32,2,42
