execution,phase,year,month,day,hour,minute,second,ms
s08_01,stand_start,2022,11,14,11,11,13,812
s08_01,stand_end  ,2022,11,14,11,11,14,698
s08_01,turn1_start,2022,11,14,11,11,16,873
s08_01,turn1_end  ,2022,11,14,11,11,17,992
s08_01,turn2_start,2022,11,14,11,11,20,116
s08_01,turn2_end  ,2022,11,14,11,11,21,102
s08_01,sit_start  ,2022,11,14,11,11,21,102
s08_01,sit_end    ,2022,11,14,11,11,21,971
s08_02,stand_start,2022,11,14,11,11,40,928
s08_02,stand_end  ,2022,11,14,11,11,41,864
s08_02,turn1_start,2022,11,14,11,11,44,122
s08_02,turn1_end  ,2022,11,14,11,11,45,141
s08_02,turn2_start,2022,11,14,11,11,46,796
s08_02,turn2_end  ,2022,11,14,11,11,48,67
s08_02,sit_start  ,2022,11,14,11,11,48,67
s08_02,sit_end    ,2022,11,14,11,11,49,287
s08_03,stand_start,2022,11,14,11,12,6,539
s08_03,stand_end  ,2022,11,14,11,12,7,443
s08_03,turn1_start,2022,11,14,11,12,9,565
s08_03,turn1_end  ,2022,11,14,11,12,10,486
s08_03,turn2_start,2022,11,14,11,12,12,709
s08_03,turn2_end  ,2022,11,14,11,12,13,763
s08_03,sit_start  ,2022,11,14,11,12,13,763
s08_03,sit_end    ,2022,11,14,11,12,14,983
s08_04,stand_start,2022,11,14,11,12,31,839
s08_04,stand_end  ,2022,11,14,11,12,32,927
s08_04,turn1_start,2022,11,14,11,12,35,220
s08_04,turn1_end  ,2022,11,14,11,12,36,357
s08_04,turn2_start,2022,11,14,11,12,38,348
s08_04,turn2_end  ,2022,11,14,11,12,39,385
s08_04,sit_start  ,2022,11,14,11,12,39,385
s08_04,sit_end    ,2022,11,14,11,12,41,41
s08_05,stand_start,2022,11,14,11,13,1,774
s08_05,stand_end  ,2022,11,14,11,13,2,692
s08_05,turn1_start,2022,11,14,11,13,5,33
s08_05,turn1_end  ,2022,11,14,11,13,6,170
s08_05,turn2_start,2022,11,14,11,13,8,144
s08_05,turn2_end  ,2022,11,14,11,13,9,282
s08_05,sit_start  ,2022,11,14,11,13,9,282
s08_05,sit_end    ,2022,11,14,11,13,10,435
s08_06,stand_start,2022,11,14,11,13,27,708
s08_06,stand_end  ,2022,11,14,11,13,28,827
s08_06,turn1_start,2022,11,14,11,13,31,117
s08_06,turn1_end  ,2022,11,14,11,13,32,521
s08_06,turn2_start,2022,11,14,11,13,34,395
s08_06,turn2_end  ,2022,11,14,11,13,35,481
s08_06,sit_start  ,2022,11,14,11,13,35,481
s08_06,sit_end    ,2022,11,14,11,13,36,686
s08_07,stand_start,2022,11,14,11,13,53,758
s08_07,stand_end  ,2022,11,14,11,13,54,894
s08_07,turn1_start,2022,11,14,11,13,57,36
s08_07,turn1_end  ,2022,11,14,11,13,58,306
s08_07,turn2_start,2022,11,14,11,14,0,94
s08_07,turn2_end  ,2022,11,14,11,14,0,997
s08_07,sit_start  ,2022,11,14,11,14,0,997
s08_07,sit_end    ,2022,11,14,11,14,2,302
s08_08,stand_start,2022,11,14,11,14,18,606
s08_08,stand_end  ,2022,11,14,11,14,19,659
s08_08,turn1_start,2022,11,14,11,14,21,952
s08_08,turn1_end  ,2022,11,14,11,14,23,207
s08_08,turn2_start,2022,11,14,11,14,25,299
s08_08,turn2_end  ,2022,11,14,11,14,26,254
s08_08,sit_start  ,2022,11,14,11,14,26,254
s08_08,sit_end    ,2022,11,14,11,14,27,391
s08_09,stand_start,2022,11,14,11,14,43,69
s08_09,stand_end  ,2022,11,14,11,14,44,189
s08_09,turn1_start,2022,11,14,11,14,46,346
s08_09,turn1_end  ,2022,11,14,11,14,47,350
s08_09,turn2_start,2022,11,14,11,14,49,189
s08_09,turn2_end  ,2022,11,14,11,14,50,125
s08_09,sit_start  ,2022,11,14,11,14,50,125
s08_09,sit_end    ,2022,11,14,11,14,51,312
s08_10,stand_start,2022,11,14,11,15,7,648
s08_10,stand_end  ,2022,11,14,11,15,8,952
s08_10,turn1_start,2022,11,14,11,15,10,941
s08_10,turn1_end  ,2022,11,14,11,15,12,145
s08_10,turn2_start,2022,11,14,11,15,14,169
s08_10,turn2_end  ,2022,11,14,11,15,14,988
s08_10,sit_start  ,2022,11,14,11,15,14,988
s08_10,sit_end    ,2022,11,14,11,15,16,142
