execution,phase,year,month,day,hour,minute,second,ms
s23_01,stand_start,2023,1,26,12,7,54,330
s23_01,stand_end  ,2023,1,26,12,7,55,568
s23_01,turn1_start,2023,1,26,12,7,57,809
s23_01,turn1_end  ,2023,1,26,12,7,58,879
s23_01,turn2_start,2023,1,26,12,8,1,20
s23_01,turn2_end  ,2023,1,26,12,8,1,890
s23_01,sit_start  ,2023,1,26,12,8,1,890
s23_01,sit_end    ,2023,1,26,12,8,3,312
s23_02,stand_start,2023,1,26,12,8,23,275
s23_02,stand_end  ,2023,1,26,12,8,24,395
s23_02,turn1_start,2023,1,26,12,8,26,637
s23_02,turn1_end  ,2023,1,26,12,8,27,724
s23_02,turn2_start,2023,1,26,12,8,29,880
s23_02,turn2_end  ,2023,1,26,12,8,30,752
s23_02,sit_start  ,2023,1,26,12,8,30,752
s23_02,sit_end    ,2023,1,26,12,8,32,105
s23_03,stand_start,2023,1,26,12,8,51,868
s23_03,stand_end  ,2023,1,26,12,8,52,905
s23_03,turn1_start,2023,1,26,12,8,55,27
s23_03,turn1_end  ,2023,1,26,12,8,56,47
s23_03,turn2_start,2023,1,26,12,8,58,3
s23_03,turn2_end  ,2023,1,26,12,8,58,906
s23_03,sit_start  ,2023,1,26,12,8,58,906
s23_03,sit_end    ,2023,1,26,12,9,0,127
s23_04,stand_start,2023,1,26,12,9,51,143
s23_04,stand_end  ,2023,1,26,12,9,52,179
s23_04,turn1_start,2023,1,26,12,9,54,321
s23_04,turn1_end  ,2023,1,26,12,9,55,391
s23_04,turn2_start,2023,1,26,12,9,57,346
s23_04,turn2_end  ,2023,1,26,12,9,58,183
s23_04,sit_start  ,2023,1,26,12,9,58,183
s23_04,sit_end    ,2023,1,26,12,9,59,354
s23_05,stand_start,2023,1,26,12,10,17,263
s23_05,stand_end  ,2023,1,26,12,10,18,383
s23_05,turn1_start,2023,1,26,12,10,20,489
s23_05,turn1_end  ,2023,1,26,12,10,21,543
s23_05,turn2_start,2023,1,26,12,10,23,534
s23_05,turn2_end  ,2023,1,26,12,10,24,570
s23_05,sit_start  ,2023,1,26,12,10,24,570
s23_05,sit_end    ,2023,1,26,12,10,25,708
s23_06,stand_start,2023,1,26,12,10,43,521
s23_06,stand_end  ,2023,1,26,12,10,44,608
s23_06,turn1_start,2023,1,26,12,10,46,682
s23_06,turn1_end  ,2023,1,26,12,10,47,670
s23_06,turn2_start,2023,1,26,12,10,49,609
s23_06,turn2_end  ,2023,1,26,12,10,50,462
s23_06,sit_start  ,2023,1,26,12,10,50,462
s23_06,sit_end    ,2023,1,26,12,10,51,801
s23_07,stand_start,2023,1,26,12,11,12,219
s23_07,stand_end  ,2023,1,26,12,11,13,442
s23_07,turn1_start,2023,1,26,12,11,15,499
s23_07,turn1_end  ,2023,1,26,12,11,16,487
s23_07,turn2_start,2023,1,26,12,11,18,409
s23_07,turn2_end  ,2023,1,26,12,11,19,214
s23_07,sit_start  ,2023,1,26,12,11,19,214
s23_07,sit_end    ,2023,1,26,12,11,20,468
s23_08,stand_start,2023,1,26,12,11,36,557
s23_08,stand_end  ,2023,1,26,12,11,37,527
s23_08,turn1_start,2023,1,26,12,11,39,651
s23_08,turn1_end  ,2023,1,26,12,11,40,622
s23_08,turn2_start,2023,1,26,12,11,42,546
s23_08,turn2_end  ,2023,1,26,12,11,43,432
s23_08,sit_start  ,2023,1,26,12,11,43,432
s23_08,sit_end    ,2023,1,26,12,11,44,619
s23_09,stand_start,2023,1,26,12,12,30,511
s23_09,stand_end  ,2023,1,26,12,12,31,581
s23_09,turn1_start,2023,1,26,12,12,33,488
s23_09,turn1_end  ,2023,1,26,12,12,34,559
s23_09,turn2_start,2023,1,26,12,12,36,432
s23_09,turn2_end  ,2023,1,26,12,12,37,303
s23_09,sit_start  ,2023,1,26,12,12,37,303
s23_09,sit_end    ,2023,1,26,12,12,38,674
s23_10,stand_start,2023,1,26,12,12,55,432
s23_10,stand_end  ,2023,1,26,12,12,56,419
s23_10,turn1_start,2023,1,26,12,12,58,643
s23_10,turn1_end  ,2023,1,26,12,12,59,780
s23_10,turn2_start,2023,1,26,12,13,1,871
s23_10,turn2_end  ,2023,1,26,12,13,2,774
s23_10,sit_start  ,2023,1,26,12,13,2,774
s23_10,sit_end    ,2023,1,26,12,13,4,213
