execution,phase,year,month,day,hour,minute,second,ms
s13_01,stand_start,2022,12,5,12,42,55,208
s13_01,stand_end  ,2022,12,5,12,42,56,211
s13_01,turn1_start,2022,12,5,12,42,58,519
s13_01,turn1_end  ,2022,12,5,12,42,59,339
s13_01,turn2_start,2022,12,5,12,43,1,762
s13_01,turn2_end  ,2022,12,5,12,43,2,783
s13_01,sit_start  ,2022,12,5,12,43,2,783
s13_01,sit_end    ,2022,12,5,12,43,4,154
s13_02,stand_start,2022,12,5,12,43,24,525
s13_02,stand_end  ,2022,12,5,12,43,25,529
s13_02,turn1_start,2022,12,5,12,43,27,487
s13_02,turn1_end  ,2022,12,5,12,43,28,559
s13_02,turn2_start,2022,12,5,12,43,30,785
s13_02,turn2_end  ,2022,12,5,12,43,31,671
s13_02,sit_start  ,2022,12,5,12,43,31,671
s13_02,sit_end    ,2022,12,5,12,43,32,676
s13_03,stand_start,2022,12,5,12,44,21,694
s13_03,stand_end  ,2022,12,5,12,44,22,629
s13_03,turn1_start,2022,12,5,12,44,24,704
s13_03,turn1_end  ,2022,12,5,12,44,25,873
s13_03,turn2_start,2022,12,5,12,44,27,997
s13_03,turn2_end  ,2022,12,5,12,44,28,933
s13_03,sit_start  ,2022,12,5,12,44,28,933
s13_03,sit_end    ,2022,12,5,12,44,30,138
s13_04,stand_start,2022,12,5,12,44,46,812
s13_04,stand_end  ,2022,12,5,12,44,47,732
s13_04,turn1_start,2022,12,5,12,44,49,770
s13_04,turn1_end  ,2022,12,5,12,44,50,891
s13_04,turn2_start,2022,12,5,12,44,53,48
s13_04,turn2_end  ,2022,12,5,12,44,53,883
s13_04,sit_start  ,2022,12,5,12,44,53,883
s13_04,sit_end    ,2022,12,5,12,44,55,20
s13_05,stand_start,2022,12,5,12,45,13,494
s13_05,stand_end  ,2022,12,5,12,45,14,431
s13_05,turn1_start,2022,12,5,12,45,16,604
s13_05,turn1_end  ,2022,12,5,12,45,17,658
s13_05,turn2_start,2022,12,5,12,45,19,783
s13_05,turn2_end  ,2022,12,5,12,45,20,637
s13_05,sit_start  ,2022,12,5,12,45,20,637
s13_05,sit_end    ,2022,12,5,12,45,21,775
s13_06,stand_start,2022,12,5,12,45,38,934
s13_06,stand_end  ,2022,12,5,12,45,39,871
s13_06,turn1_start,2022,12,5,12,45,41,845
s13_06,turn1_end  ,2022,12,5,12,45,43,34
s13_06,turn2_start,2022,12,5,12,45,45,176
s13_06,turn2_end  ,2022,12,5,12,45,46,80
s13_06,sit_start  ,2022,12,5,12,45,46,80
s13_06,sit_end    ,2022,12,5,12,45,47,134
s13_07,stand_start,2022,12,5,12,46,3,879
s13_07,stand_end  ,2022,12,5,12,46,4,782
s13_07,turn1_start,2022,12,5,12,46,6,905
s13_07,turn1_end  ,2022,12,5,12,46,7,940
s13_07,turn2_start,2022,12,5,12,46,10,146
s13_07,turn2_end  ,2022,12,5,12,46,10,966
s13_07,sit_start  ,2022,12,5,12,46,10,966
s13_07,sit_end    ,2022,12,5,12,46,12,36
s13_08,stand_start,2022,12,5,12,46,28,872
s13_08,stand_end  ,2022,12,5,12,46,29,793
s13_08,turn1_start,2022,12,5,12,46,31,867
s13_08,turn1_end  ,2022,12,5,12,46,32,988
s13_08,turn2_start,2022,12,5,12,46,35,312
s13_08,turn2_end  ,2022,12,5,12,46,36,214
s13_08,sit_start  ,2022,12,5,12,46,36,214
s13_08,sit_end    ,2022,12,5,12,46,37,251
s13_09,stand_start,2022,12,5,12,46,54,679
s13_09,stand_end  ,2022,12,5,12,46,55,651
s13_09,turn1_start,2022,12,5,12,46,57,826
s13_09,turn1_end  ,2022,12,5,12,46,59,15
s13_09,turn2_start,2022,12,5,12,47,1,274
s13_09,turn2_end  ,2022,12,5,12,47,2,245
s13_09,sit_start  ,2022,12,5,12,47,2,245
s13_09,sit_end    ,2022,12,5,12,47,3,416
s13_10,stand_start,2022,12,5,12,47,20,37
s13_10,stand_end  ,2022,12,5,12,47,21,57
s13_10,turn1_start,2022,12,5,12,47,23,96
s13_10,turn1_end  ,2022,12,5,12,47,24,216
s13_10,turn2_start,2022,12,5,12,47,26,423
s13_10,turn2_end  ,2022,12,5,12,47,27,125
s13_10,sit_start  ,2022,12,5,12,47,27,125
s13_10,sit_end    ,2022,12,5,12,47,28,245
