execution,phase,year,month,day,hour,minute,second,ms
s20_01,stand_start,2023,1,3,9,7,48,211
s20_01,stand_end  ,2023,1,3,9,7,49,281
s20_01,turn1_start,2023,1,3,9,7,51,806
s20_01,turn1_end  ,2023,1,3,9,7,53,10
s20_01,turn2_start,2023,1,3,9,7,55,85
s20_01,turn2_end  ,2023,1,3,9,7,56,188
s20_01,sit_start  ,2023,1,3,9,7,56,188
s20_01,sit_end    ,2023,1,3,9,7,57,543
s20_02,stand_start,2023,1,3,9,8,18,734
s20_02,stand_end  ,2023,1,3,9,8,19,821
s20_02,turn1_start,2023,1,3,9,8,22,463
s20_02,turn1_end  ,2023,1,3,9,8,23,566
s20_02,turn2_start,2023,1,3,9,8,25,875
s20_02,turn2_end  ,2023,1,3,9,8,26,828
s20_02,sit_start  ,2023,1,3,9,8,26,828
s20_02,sit_end    ,2023,1,3,9,8,28,635
s20_03,stand_start,2023,1,3,9,8,57,329
s20_03,stand_end  ,2023,1,3,9,8,58,233
s20_03,turn1_start,2023,1,3,9,9,0,440
s20_03,turn1_end  ,2023,1,3,9,9,1,610
s20_03,turn2_start,2023,1,3,9,9,4,136
s20_03,turn2_end  ,2023,1,3,9,9,5,22
s20_03,sit_start  ,2023,1,3,9,9,5,22
s20_03,sit_end    ,2023,1,3,9,9,6,58
s20_04,stand_start,2023,1,3,9,9,26,192
s20_04,stand_end  ,2023,1,3,9,9,27,78
s20_04,turn1_start,2023,1,3,9,9,29,285
s20_04,turn1_end  ,2023,1,3,9,9,30,589
s20_04,turn2_start,2023,1,3,9,9,33,80
s20_04,turn2_end  ,2023,1,3,9,9,33,934
s20_04,sit_start  ,2023,1,3,9,9,33,934
s20_04,sit_end    ,2023,1,3,9,9,35,172
s20_05,stand_start,2023,1,3,9,9,54,354
s20_05,stand_end  ,2023,1,3,9,9,55,308
s20_05,turn1_start,2023,1,3,9,9,57,816
s20_05,turn1_end  ,2023,1,3,9,9,59,19
s20_05,turn2_start,2023,1,3,9,10,1,159
s20_05,turn2_end  ,2023,1,3,9,10,2,145
s20_05,sit_start  ,2023,1,3,9,10,2,145
s20_05,sit_end    ,2023,1,3,9,10,3,951
s20_06,stand_start,2023,1,3,9,10,25,421
s20_06,stand_end  ,2023,1,3,9,10,26,391
s20_06,turn1_start,2023,1,3,9,10,28,515
s20_06,turn1_end  ,2023,1,3,9,10,29,536
s20_06,turn2_start,2023,1,3,9,10,31,878
s20_06,turn2_end  ,2023,1,3,9,10,32,730
s20_06,sit_start  ,2023,1,3,9,10,32,730
s20_06,sit_end    ,2023,1,3,9,10,34,586
s20_07,stand_start,2023,1,3,9,10,56,179
s20_07,stand_end  ,2023,1,3,9,10,57,233
s20_07,turn1_start,2023,1,3,9,10,59,708
s20_07,turn1_end  ,2023,1,3,9,11,0,728
s20_07,turn2_start,2023,1,3,9,11,3,387
s20_07,turn2_end  ,2023,1,3,9,11,4,106
s20_07,sit_start  ,2023,1,3,9,11,4,106
s20_07,sit_end    ,2023,1,3,9,11,5,360
s20_08,stand_start,2023,1,3,9,11,25,934
s20_08,stand_end  ,2023,1,3,9,11,26,988
s20_08,turn1_start,2023,1,3,9,11,29,431
s20_08,turn1_end  ,2023,1,3,9,11,30,385
s20_08,turn2_start,2023,1,3,9,11,32,843
s20_08,turn2_end  ,2023,1,3,9,11,33,579
s20_08,sit_start  ,2023,1,3,9,11,33,579
s20_08,sit_end    ,2023,1,3,9,11,34,700
s20_09,stand_start,2023,1,3,9,11,54,688
s20_09,stand_end  ,2023,1,3,9,11,55,725
s20_09,turn1_start,2023,1,3,9,11,57,966
s20_09,turn1_end  ,2023,1,3,9,11,59,3
s20_09,turn2_start,2023,1,3,9,12,1,194
s20_09,turn2_end  ,2023,1,3,9,12,1,797
s20_09,sit_start  ,2023,1,3,9,12,1,797
s20_09,sit_end    ,2023,1,3,9,12,3,184
s20_10,stand_start,2023,1,3,9,13,11,115
s20_10,stand_end  ,2023,1,3,9,13,12,370
s20_10,turn1_start,2023,1,3,9,13,14,799
s20_10,turn1_end  ,2023,1,3,9,13,15,867
s20_10,turn2_start,2023,1,3,9,13,18,444
s20_10,turn2_end  ,2023,1,3,9,13,19,213
s20_10,sit_start  ,2023,1,3,9,13,19,213
s20_10,sit_end    ,2023,1,3,9,13,20,650
