execution,phase,year,month,day,hour,minute,second,ms
s11_01,start      ,2022,7,11,14,58,56,428
s11_01,stand_start,2022,7,11,14,58,57,917
s11_01,stand_end  ,2022,7,11,14,58,59,170
s11_01,turn1_start,2022,7,11,14,59,1,562
s11_01,turn1_end  ,2022,7,11,14,59,2,665
s11_01,turn2_start,2022,7,11,14,59,4,823
s11_01,turn2_end  ,2022,7,11,14,59,5,623
s11_01,sit_start  ,2022,7,11,14,59,5,623
s11_01,sit_end    ,2022,7,11,14,59,6,878
s11_01,end        ,2022,7,11,14,59,7,162
s11_02,start      ,2022,7,11,14,59,31,556
s11_02,stand_start,2022,7,11,14,59,33,61
s11_02,stand_end  ,2022,7,11,14,59,34,399
s11_02,turn1_start,2022,7,11,14,59,36,629
s11_02,turn1_end  ,2022,7,11,14,59,37,833
s11_02,turn2_start,2022,7,11,14,59,39,853
s11_02,turn2_end  ,2022,7,11,14,59,40,706
s11_02,sit_start  ,2022,7,11,14,59,40,706
s11_02,sit_end    ,2022,7,11,14,59,42,167
s11_02,end        ,2022,7,11,14,59,44,259
s11_03,start      ,2022,7,11,15,0,18,321
s11_03,stand_start,2022,7,11,15,0,19,305
s11_03,stand_end  ,2022,7,11,15,0,20,341
s11_03,turn1_start,2022,7,11,15,0,22,535
s11_03,turn1_end  ,2022,7,11,15,0,23,625
s11_03,turn2_start,2022,7,11,15,0,25,614
s11_03,turn2_end  ,2022,7,11,15,0,26,183
s11_03,sit_start  ,2022,7,11,15,0,26,183
s11_03,sit_end    ,2022,7,11,15,0,28,8
s11_03,end        ,2022,7,11,15,0,29,679
s11_04,start      ,2022,7,11,15,0,48,919
s11_04,stand_start,2022,7,11,15,0,49,923
s11_04,stand_end  ,2022,7,11,15,0,51,277
s11_04,turn1_start,2022,7,11,15,0,53,471
s11_04,turn1_end  ,2022,7,11,15,0,54,559
s11_04,turn2_start,2022,7,11,15,0,56,636
s11_04,turn2_end  ,2022,7,11,15,0,57,355
s11_04,sit_start  ,2022,7,11,15,0,57,355
s11_04,sit_end    ,2022,7,11,15,0,58,627
s11_04,end        ,2022,7,11,15,0,59,892
s11_05,start      ,2022,7,11,15,2,35,696
s11_05,stand_start,2022,7,11,15,2,36,683
s11_05,stand_end  ,2022,7,11,15,2,37,971
s11_05,turn1_start,2022,7,11,15,2,40,263
s11_05,turn1_end  ,2022,7,11,15,2,41,302
s11_05,turn2_start,2022,7,11,15,2,43,375
s11_05,turn2_end  ,2022,7,11,15,2,44,79
s11_05,sit_start  ,2022,7,11,15,2,44,79
s11_05,sit_end    ,2022,7,11,15,2,45,283
s11_05,end        ,2022,7,11,15,2,46,805
s11_06,start      ,2022,7,11,15,3,12,951
s11_06,stand_start,2022,7,11,15,3,13,671
s11_06,stand_end  ,2022,7,11,15,3,15,44
s11_06,turn1_start,2022,7,11,15,3,17,151
s11_06,turn1_end  ,2022,7,11,15,3,18,154
s11_06,turn2_start,2022,7,11,15,3,19,790
s11_06,turn2_end  ,2022,7,11,15,3,20,628
s11_06,sit_start  ,2022,7,11,15,3,20,628
s11_06,sit_end    ,2022,7,11,15,3,21,981
s11_06,end        ,2022,7,11,15,3,23,105
s11_07,start      ,2022,7,11,15,4,2,530
s11_07,stand_start,2022,7,11,15,4,3,266
s11_07,stand_end  ,2022,7,11,15,4,4,554
s11_07,turn1_start,2022,7,11,15,4,6,760
s11_07,turn1_end  ,2022,7,11,15,4,7,798
s11_07,turn2_start,2022,7,11,15,4,9,723
s11_07,turn2_end  ,2022,7,11,15,4,10,509
s11_07,sit_start  ,2022,7,11,15,4,10,509
s11_07,sit_end    ,2022,7,11,15,4,12,116
s11_07,end        ,2022,7,11,15,4,13,655
s11_08,start      ,2022,7,11,15,4,39,242
s11_08,stand_start,2022,7,11,15,4,39,962
s11_08,stand_end  ,2022,7,11,15,4,41,267
s11_08,turn1_start,2022,7,11,15,4,43,411
s11_08,turn1_end  ,2022,7,11,15,4,44,497
s11_08,turn2_start,2022,7,11,15,4,46,504
s11_08,turn2_end  ,2022,7,11,15,4,47,257
s11_08,sit_start  ,2022,7,11,15,4,47,257
s11_08,sit_end    ,2022,7,11,15,4,49,15
s11_08,end        ,2022,7,11,15,4,50,754
s11_09,start      ,2022,7,11,15,5,10,807
s11_09,stand_start,2022,7,11,15,5,12,97
s11_09,stand_end  ,2022,7,11,15,5,13,216
s11_09,turn1_start,2022,7,11,15,5,15,308
s11_09,turn1_end  ,2022,7,11,15,5,16,310
s11_09,turn2_start,2022,7,11,15,5,18,316
s11_09,turn2_end  ,2022,7,11,15,5,19,2
s11_09,sit_start  ,2022,7,11,15,5,19,2
s11_09,sit_end    ,2022,7,11,15,5,20,508
s11_09,end        ,2022,7,11,15,5,21,861
s11_10,start      ,2022,7,11,15,5,46,893
s11_10,stand_start,2022,7,11,15,5,47,412
s11_10,stand_end  ,2022,7,11,15,5,48,750
s11_10,turn1_start,2022,7,11,15,5,50,974
s11_10,turn1_end  ,2022,7,11,15,5,51,959
s11_10,turn2_start,2022,7,11,15,5,54,66
s11_10,turn2_end  ,2022,7,11,15,5,54,868
s11_10,sit_start  ,2022,7,11,15,5,54,868
s11_10,sit_end    ,2022,7,11,15,5,56,340
s11_10,end        ,2022,7,11,15,5,57,696
