timestamp_acc,x_acc,y_acc,z_acc,timestamp_gyro,x_gyro,y_gyro,z_gyro,gt
2022-07-12 08:49:33.654000+00:00,-0.04747104722087325,-0.09564423510892062,0.1301103573937843,2022-07-12 08:49:33.654000+00:00,-0.020089991730562917,-0.005179997821700977,0.0037099985725479456,SEATED
2022-07-12 08:49:33.664000+00:00,-0.0504322644921279,-0.08892807686247384,0.13655176652994094,2022-07-12 08:49:33.664000+00:00,-0.010884995558193666,-0.012844995126246816,0.002624998933629108,SEATED
2022-07-12 08:49:33.673000+00:00,-0.04014432526603351,-0.08773748522858538,0.12888922997699837,2022-07-12 08:49:33.673000+00:00,-0.007944997059887715,-0.019914992043556845,0.004549998265460209,SEATED
2022-07-12 08:49:33.684000+00:00,-0.03144384560377855,-0.08651636388978168,0.12296680759045353,2022-07-12 08:49:33.684000+00:00,-0.010114995910838642,-0.018129992162509878,0.0029399989251928105,SEATED
2022-07-12 08:49:33.692000+00:00,-0.028543684703363215,-0.08645531055793354,0.11161038947214941,2022-07-12 08:49:33.692000+00:00,-0.009309996667591802,-0.013299994995481512,-0.00010499996161406067,SEATED
2022-07-12 08:49:33.703000+00:00,-0.02988691574485436,-0.080716042088951,0.10193300787646575,2022-07-12 08:49:33.703000+00:00,-0.009064996081254884,-0.00993999622383257,-0.0009449996545262129,SEATED
2022-07-12 08:49:33.712000+00:00,-0.030711172192698144,-0.07461044147291496,0.09610215637071984,2022-07-12 08:49:33.712000+00:00,-0.00895999643980605,-0.006159997605727496,0.0009799995705830344,SEATED
2022-07-12 08:49:33.721000+00:00,-0.03266496390359108,-0.0740914668792676,0.09161453894545613,2022-07-12 08:49:33.721000+00:00,-0.008644996661685611,-0.003954998305111146,0.0013649995009823446,SEATED
2022-07-12 08:49:33.730000+00:00,-0.035198789617961856,-0.076533709556875,0.08898913019432197,2022-07-12 08:49:33.731000+00:00,-0.008539997020236667,-0.002029999186723419,0.0008399996929122633,SEATED
2022-07-12 08:49:33.740000+00:00,-0.036664133401131505,-0.07958650986489302,0.08679111907805415,2022-07-12 08:49:33.740000+00:00,-0.007699997327324404,-0.0006999997085196386,0.0010149995933617095,SEATED
2022-07-12 08:49:33.750000+00:00,-0.03706099829209142,-0.08248666772631719,0.08379937210188415,2022-07-12 08:49:33.750000+00:00,-0.005984997491834565,0.0005249998080700813,0.0012249995165898309,SEATED
2022-07-12 08:49:33.759000+00:00,-0.038373702667658494,-0.08324986780332166,0.08132660579734408,2022-07-12 08:49:33.759000+00:00,-0.00398999832788971,0.002099999232280547,0.000944999654526324,SEATED
2022-07-12 08:49:33.769000+00:00,-0.039808516745913014,-0.08434887640044675,0.08092973786739299,2022-07-12 08:49:33.769000+00:00,-0.0010499996161402736,0.003394998580984021,0.0008399996929122633,SEATED
2022-07-12 08:49:33.779000+00:00,-0.04160966904920327,-0.08593632988630395,0.08218138891111182,2022-07-12 08:49:33.779000+00:00,0.002764998811299879,0.0037449985953263987,0.0008399996929122633,SEATED
2022-07-12 08:49:33.788000+00:00,-0.04341082135249352,-0.08544788499757183,0.08370778906512077,2022-07-12 08:49:33.789000+00:00,0.007104997366975452,0.003394998580984021,0.000944999654526324,SEATED
2022-07-12 08:49:33.799000+00:00,-0.04423507780033731,-0.08410465091708963,0.08477626795733073,2022-07-12 08:49:33.799000+00:00,0.011234995785979418,0.0022049990871728653,0.0012249995165898309,SEATED
2022-07-12 08:49:33.807000+00:00,-0.04392979898513194,-0.08321933809840654,0.08770695552367025,2022-07-12 08:49:33.807000+00:00,0.013719994415050785,0.0008399996929122633,0.0015049993786533378,SEATED
2022-07-12 08:49:33.818000+00:00,-0.042922373424770344,-0.08096026757230823,0.08737114700354964,2022-07-12 08:49:33.818000+00:00,0.015084993168981375,-0.0003849998503580032,0.0013649995009823446,SEATED
2022-07-12 08:49:33.827000+00:00,-0.04136544660483721,-0.07839591823100456,0.08911124293600059,2022-07-12 08:49:33.827000+00:00,0.015504993442324144,-0.0010149995933617095,0.0008399996929122633,SEATED
2022-07-12 08:49:33.836000+00:00,-0.04005274222927013,-0.07470202450967833,0.09124820679840262,2022-07-12 08:49:33.836000+00:00,0.014209994733950904,-0.0010849995321972061,0.0005249998080700813,SEATED
2022-07-12 08:49:33.847000+00:00,-0.039075846373823664,-0.07097760716141921,0.09082081524151864,2022-07-12 08:49:33.847000+00:00,0.012249995165897865,-0.00041999984645613164,0.000629999769684142,SEATED
2022-07-12 08:49:33.856000+00:00,-0.03916742941058704,-0.0690543451554414,0.09042394731156755,2022-07-12 08:49:33.856000+00:00,0.010219995552287475,0.00027999988874394255,0.000629999769684142,SEATED
2022-07-12 08:49:33.866000+00:00,-0.03986957311675221,-0.06874906634023603,0.09017972790619266,2022-07-12 08:49:33.866000+00:00,0.007944997059887715,0.0007349997312982026,0.00027999988874394255,SEATED
2022-07-12 08:49:33.875000+00:00,-0.04032749437855143,-0.06957331974908876,0.09030183456988894,2022-07-12 08:49:33.875000+00:00,0.00577499778205004,0.0010149995933617095,0.00020999992322812133,SEATED
2022-07-12 08:49:33.885000+00:00,-0.04044960712023005,-0.06993965797412449,0.09094292798319725,2022-07-12 08:49:33.885000+00:00,0.003954998305111257,0.0010499996161403846,0.0004199998464560206,SEATED
2022-07-12 08:49:33.894000+00:00,-0.04020538163687282,-0.069390153675562,0.09286618998917495,2022-07-12 08:49:33.894000+00:00,0.0021699990643944123,0.0009799995705830344,0.0006649997391019458,SEATED
